RESPOND,AGE,BUY18,CLIMATE,FICO,INCOME,MARRIED,OWNHOME,GENDER
0,40,2,20,623,39,1,0,F
0,38,0,20,713,63,0,0,M
0,36,0,20,700,38,0,0,F
0,41,0,20,634,57,1,1,M
0,38,1,20,677,36,0,0,F
0,49,1,20,661,63,1,0,M
0,47,0,20,729,50,1,0,M
0,39,0,20,701,70,0,1,M
0,52,0,20,736,33,1,1,M
0,35,0,20,674,46,0,0,M
0,40,0,20,738,62,1,1,M
0,57,0,20,648,41,1,1,M
0,54,0,20,712,56,1,1,M
0,44,1,20,780,58,1,0,F
0,25,0,20,705,53,0,0,M
0,35,0,20,678,29,0,0,F
0,55,0,20,684,89,0,1,F
1,41,1,20,659,24,1,0,M
0,40,1,20,702,45,1,0,M
0,53,1,20,726,59,0,1,M
0,42,0,20,662,39,0,0,F
0,39,0,20,654,24,0,0,F
0,36,0,20,720,59,0,1,M
0,66,0,20,704,55,0,0,M
0,48,0,20,716,59,1,1,M
0,46,0,20,692,44,1,0,F
1,31,1,20,681,71,1,1,F
0,61,1,20,715,48,1,0,M
0,65,0,20,716,29,1,0,F
0,39,0,20,726,23,0,0,M
0,,0,20,652,,,,
0,31,0,20,698,31,0,0,F
0,53,0,20,705,50,1,0,F
0,50,0,20,733,40,0,0,F
0,46,0,20,662,26,1,0,M
0,20,0,20,675,71,0,0,M
0,46,0,20,692,59,0,1,M
0,42,1,20,694,47,1,0,M
0,48,0,20,684,67,1,1,M
0,47,0,20,665,39,1,0,M
0,32,0,20,710,64,0,1,M
0,45,1,20,,61,1,1,M
0,54,0,20,676,24,0,0,M
0,37,0,20,620,58,0,0,M
0,49,0,20,703,54,0,0,F
0,51,0,20,626,20,0,0,F
0,47,1,20,719,71,1,1,M
1,25,0,20,709,62,0,0,M
1,37,1,20,695,34,0,0,F
0,47,0,20,736,43,1,0,F
0,43,0,20,722,59,1,0,M
0,44,0,20,722,26,1,1,F
0,44,0,20,672,60,1,0,F
0,50,2,20,711,51,1,0,F
0,20,0,20,731,19,0,0,F
0,43,0,20,715,46,1,0,M
0,52,0,20,700,50,1,0,M
0,48,0,20,656,62,0,1,F
0,,1,20,653,,,,
0,,0,20,693,,,,
0,,0,20,635,,,,
0,28,2,20,729,35,0,0,M
0,39,0,20,653,74,0,1,M
0,46,1,20,667,53,0,1,F
1,46,1,20,713,44,1,0,M
0,36,0,20,738,67,0,1,M
0,35,0,20,668,37,0,0,F
0,52,0,20,679,42,0,1,M
0,41,1,20,679,67,1,1,M
0,53,1,20,716,44,1,0,F
0,39,1,20,681,31,0,0,F
0,48,1,20,714,40,1,0,F
0,49,0,20,701,28,1,1,F
1,40,0,20,716,21,0,0,F
0,21,0,20,713,40,0,1,M
0,43,0,20,692,60,1,0,M
0,41,0,20,697,68,1,1,M
0,35,1,20,720,63,0,1,M
0,43,0,20,621,42,1,1,M
1,50,0,20,669,25,1,0,M
0,,0,20,670,,,,
0,42,0,20,724,31,1,0,F
0,44,0,20,709,24,1,1,F
0,47,0,20,697,69,1,0,F
0,45,2,20,668,92,0,1,M
0,40,0,20,713,49,0,0,F
0,41,0,20,664,17,0,0,F
0,62,0,20,651,59,1,0,M
0,55,0,20,712,60,0,1,M
0,30,0,20,681,65,0,0,M
0,27,1,20,649,36,1,1,F
0,51,1,20,696,38,1,0,F
0,47,0,20,699,61,1,1,M
0,64,0,20,728,67,1,1,F
0,44,0,20,684,63,0,1,F
0,,0,20,683,,,,
0,38,0,20,752,62,0,1,M
1,41,0,20,664,19,1,0,F
0,74,0,20,687,27,1,0,F
0,48,1,20,718,48,1,0,M
0,34,0,20,718,61,0,1,M
0,55,1,20,647,55,1,1,M
0,52,0,20,629,36,1,0,F
0,36,0,20,664,57,0,1,F
0,44,0,20,697,66,0,1,F
0,46,0,20,700,34,0,0,F
0,42,0,20,671,40,1,0,F
0,42,0,20,709,23,1,1,F
0,31,0,20,697,59,0,1,M
0,53,0,20,681,30,1,1,F
0,44,0,20,699,69,1,0,M
0,51,0,20,676,63,1,1,M
0,45,0,20,616,36,0,0,F
0,57,1,20,686,69,1,1,F
0,59,0,20,728,69,1,0,M
0,43,1,20,705,59,1,0,M
0,49,1,20,672,67,1,1,F
0,41,1,20,719,71,1,1,F
0,47,1,20,667,67,1,1,M
0,71,0,20,709,30,0,0,F
0,38,0,20,708,59,0,1,F
0,49,1,20,689,35,1,0,F
0,41,1,20,636,39,1,0,M
0,63,1,20,726,32,1,1,F
0,55,0,20,729,58,1,0,M
0,69,0,20,758,76,0,0,M
0,35,0,20,654,20,1,0,F
0,46,1,20,651,50,1,1,M
0,40,1,20,724,56,1,0,F
0,44,0,20,714,56,1,1,M
0,70,1,20,694,28,0,0,M
0,39,1,20,681,28,0,0,M
0,57,0,20,695,67,0,0,F
0,43,0,20,732,46,1,1,F
0,38,0,20,648,47,0,0,M
0,26,0,20,720,72,0,0,M
0,49,1,20,737,53,1,0,F
0,58,0,20,726,56,0,0,F
0,50,0,20,696,62,0,1,M
0,39,0,20,716,37,1,0,M
0,37,0,20,717,66,0,1,M
1,45,0,20,665,42,1,0,F
0,55,1,20,662,57,1,1,M
0,33,0,20,671,62,0,0,M
0,53,0,20,705,54,1,1,F
0,47,0,20,695,61,1,1,F
0,45,0,20,651,30,1,1,F
0,44,0,20,692,65,1,1,M
0,38,1,20,698,29,0,1,F
0,51,1,20,675,61,0,1,M
0,30,0,20,732,60,0,0,F
0,37,0,20,693,63,0,1,M
0,56,0,20,722,57,1,1,M
0,42,0,20,685,22,1,0,M
0,55,0,20,676,41,1,0,F
0,41,1,20,679,58,0,0,F
0,32,0,20,624,60,1,0,M
0,61,0,20,692,68,1,1,M
0,46,2,20,703,57,1,1,M
0,39,0,20,712,41,0,0,M
0,35,1,20,708,60,0,1,M
0,,0,20,683,,,,
0,36,0,20,699,59,0,1,F
0,51,1,20,691,28,0,0,F
0,42,0,20,707,85,1,1,M
0,53,1,20,651,63,0,1,M
0,37,1,20,635,48,0,0,F
0,48,0,20,714,36,0,0,M
0,44,0,20,716,38,1,0,F
0,48,0,20,686,53,0,0,M
0,34,1,20,726,75,1,1,M
0,44,0,20,663,25,1,0,F
0,45,0,20,663,63,0,1,M
0,42,0,20,644,59,0,1,M
0,31,0,20,735,56,0,1,M
0,44,1,20,687,64,1,1,M
0,53,0,20,687,74,1,0,F
0,43,0,20,693,53,0,0,F
0,53,0,20,677,59,1,1,F
0,37,0,20,679,74,0,0,F
0,69,0,20,691,63,1,0,F
0,44,0,20,705,68,1,1,M
0,37,0,20,688,49,0,0,F
0,40,2,20,710,84,1,0,M
0,39,0,20,697,25,0,1,F
0,36,0,20,625,40,0,0,F
0,32,0,20,750,36,0,0,F
0,37,0,20,667,66,0,0,F
0,22,0,20,659,46,0,1,F
0,53,0,20,649,62,1,1,F
0,44,0,20,693,57,0,1,M
0,47,1,20,748,20,1,0,F
0,45,0,20,680,64,1,1,M
0,33,0,20,724,59,0,1,F
0,34,0,20,727,56,0,1,M
0,57,1,20,738,55,0,1,M
0,45,0,20,619,49,0,0,F
0,39,1,20,687,74,0,1,F
0,28,0,20,699,42,0,0,M
0,51,1,20,728,68,1,1,F
0,39,0,20,718,28,0,0,M
0,38,1,20,726,62,0,1,F
0,34,0,20,671,52,0,0,F
0,52,0,20,694,61,1,1,M
0,48,0,20,700,68,0,1,M
0,45,1,20,747,31,1,0,F
0,42,0,20,689,59,0,1,M
0,47,1,20,713,26,0,1,F
0,33,0,20,714,70,0,1,M
0,49,0,20,712,64,0,1,F
0,32,0,20,706,48,0,0,M
0,57,1,20,736,39,1,0,F
0,30,1,20,713,57,0,1,F
0,47,0,20,713,72,1,1,M
1,50,1,20,674,68,1,1,M
0,33,1,20,706,44,0,0,M
0,38,1,20,646,49,0,0,M
0,52,1,20,718,40,1,1,F
0,36,0,20,702,37,1,1,F
0,50,0,20,710,52,0,0,F
0,47,0,20,733,41,0,0,F
0,41,0,20,713,83,0,1,M
0,37,0,20,716,54,0,0,F
0,34,0,20,751,66,0,1,M
0,51,0,20,697,48,0,0,M
0,69,0,20,652,59,1,1,M
0,46,0,20,695,26,0,1,F
0,52,0,20,727,42,1,0,F
0,44,0,20,670,67,1,0,F
0,33,0,20,710,69,0,0,M
0,36,0,20,663,49,0,1,F
0,65,0,20,718,44,1,1,M
0,47,0,20,721,46,1,0,F
0,45,1,20,681,59,1,1,M
1,43,1,20,682,40,1,0,F
0,44,0,20,720,38,0,0,F
0,54,0,20,684,62,1,1,M
0,40,0,20,643,68,1,1,F
0,39,2,20,701,41,0,0,F
0,33,0,20,715,66,0,0,M
0,40,0,20,693,59,1,1,F
0,47,0,20,694,45,0,0,F
0,36,0,20,690,65,0,1,M
0,42,0,20,740,35,1,0,M
0,35,0,20,654,46,0,1,M
0,48,0,20,726,55,1,1,F
0,51,1,20,715,32,1,0,F
0,44,1,20,668,65,1,1,M
1,39,1,20,696,64,1,0,F
0,34,1,20,647,61,0,1,M
0,34,0,20,647,56,0,1,F
0,45,1,20,694,30,0,0,F
0,43,0,20,733,67,1,1,M
0,56,1,20,720,38,0,1,M
0,43,0,20,706,65,1,1,M
0,38,0,20,701,63,0,1,F
0,55,0,20,705,49,1,0,M
0,42,0,20,731,48,1,0,M
0,45,1,20,696,65,1,1,M
0,32,1,20,748,52,0,0,M
0,51,0,20,701,35,1,1,M
0,43,0,20,688,46,1,0,M
0,50,1,20,738,60,1,1,F
0,42,0,20,660,71,1,1,F
0,43,0,20,735,34,1,0,F
0,56,1,20,685,54,0,0,M
0,42,0,20,594,71,1,0,F
0,48,0,20,723,59,1,1,M
0,56,1,20,683,57,1,1,M
0,42,0,20,679,49,1,0,M
1,,0,20,668,,,,
0,35,0,20,706,75,0,1,F
0,48,0,20,691,51,1,0,F
0,41,1,20,727,61,0,1,M
0,20,2,20,662,31,0,1,M
0,38,0,20,731,42,0,0,F
0,31,1,20,753,51,0,0,M
0,55,0,20,738,57,1,0,M
0,49,0,20,678,58,1,1,F
0,40,0,20,713,58,1,0,M
1,46,1,20,706,37,1,0,F
0,53,0,20,721,65,1,1,F
0,36,1,20,713,66,0,1,F
0,48,0,20,671,28,1,0,F
0,,0,20,730,,,,
0,44,1,20,655,67,1,1,M
0,42,0,20,721,42,1,0,M
0,42,0,20,695,34,0,0,F
0,52,1,20,698,61,1,1,M
0,34,0,20,667,37,0,1,F
0,40,2,20,651,47,1,0,M
0,35,0,20,667,68,1,1,F
1,43,3,20,687,40,1,0,M
0,53,0,20,699,29,1,1,F
0,45,0,20,686,35,1,0,M
0,61,0,20,691,36,1,0,F
0,46,0,20,684,43,1,0,M
0,61,0,20,732,65,0,1,M
0,32,0,20,656,47,0,0,F
0,44,0,20,663,27,1,0,M
0,31,0,20,723,44,1,0,M
0,48,0,20,706,76,1,0,F
0,50,0,20,663,55,0,1,M
0,37,1,20,706,57,0,1,M
0,51,0,20,714,55,0,1,M
0,49,2,20,604,57,1,1,F
0,36,1,20,704,62,0,1,F
0,50,1,20,697,59,1,1,M
0,43,0,20,672,26,0,1,F
1,38,0,20,690,46,0,0,F
0,54,2,20,666,23,1,1,F
0,41,0,20,678,20,1,0,F
0,48,0,20,712,38,1,0,F
0,41,0,20,742,57,0,1,M
0,45,0,20,682,58,0,1,M
1,43,1,20,654,42,0,0,F
0,47,1,20,712,33,0,0,F
0,41,0,20,718,36,0,0,F
1,29,0,20,652,58,0,0,M
0,64,1,20,720,61,1,1,F
0,35,0,20,718,22,1,0,M
0,50,0,20,726,20,1,0,F
0,41,0,20,693,66,1,0,F
0,49,2,20,699,29,1,0,M
0,52,1,20,645,63,0,1,M
0,50,0,20,764,37,1,0,F
0,36,1,20,693,23,0,0,M
0,64,1,20,684,60,0,1,M
0,41,1,20,701,40,0,0,F
0,,0,20,680,,,,
0,48,0,20,673,71,0,1,M
1,27,1,20,705,61,0,0,M
0,36,0,20,668,59,0,1,M
1,31,1,20,725,45,0,0,M
0,47,0,20,724,62,1,1,M
1,51,0,20,703,25,1,0,F
0,51,1,20,722,39,1,1,F
0,37,1,20,704,36,0,0,M
0,50,0,20,705,28,1,0,M
0,38,0,20,720,60,0,1,M
0,41,0,20,597,64,1,1,F
0,30,0,20,706,55,0,0,F
0,55,0,20,668,61,0,0,F
0,43,0,20,656,29,1,1,F
1,38,1,20,679,28,0,0,F
0,68,0,20,692,58,1,1,F
0,45,0,20,688,72,1,1,F
0,42,0,20,671,65,1,1,M
0,36,0,20,686,52,0,0,F
0,39,0,20,706,56,0,1,M
0,47,0,20,665,26,1,0,M
0,61,0,20,696,51,0,1,F
0,54,0,20,669,70,0,1,M
0,48,0,20,694,71,1,0,M
0,43,2,20,692,41,1,0,F
0,50,0,20,751,83,1,1,M
0,68,1,20,690,37,0,1,F
1,22,1,20,731,58,0,0,M
0,47,0,20,638,30,0,0,M
0,67,1,20,708,58,1,0,M
1,68,0,20,707,62,1,0,F
0,44,0,20,642,21,1,0,F
0,48,0,20,698,58,1,1,F
0,51,1,20,672,25,1,1,F
0,57,0,20,660,60,1,1,M
0,53,0,20,682,43,1,0,F
0,44,0,20,699,62,1,1,M
0,45,2,20,690,36,1,1,F
0,38,0,20,727,71,0,1,F
0,43,1,20,647,53,1,1,M
0,43,0,20,659,56,1,1,F
0,53,0,20,712,52,0,1,M
0,50,0,20,721,80,0,1,M
1,35,0,20,712,60,0,0,F
0,46,0,20,704,32,1,0,F
0,41,0,20,724,61,0,1,F
0,26,0,20,695,38,0,0,F
0,44,0,20,663,55,1,0,F
0,40,1,20,699,38,1,0,F
0,45,0,20,678,57,1,1,M
0,50,0,20,709,65,1,1,M
0,57,1,20,712,40,1,0,F
0,48,0,20,684,43,0,0,F
0,46,1,20,713,43,1,0,M
0,52,1,20,681,17,1,0,M
1,,0,20,671,,,,
1,38,0,20,720,35,0,0,F
0,47,1,20,683,45,1,1,F
0,50,0,20,682,60,1,1,M
0,42,1,20,678,61,1,1,M
0,23,1,20,707,49,0,1,M
0,50,0,20,713,34,0,0,F
0,62,0,20,671,68,1,1,M
0,20,0,20,706,46,0,0,M
1,47,0,20,697,67,1,0,M
0,54,0,20,719,24,1,1,F
0,34,0,20,695,48,0,0,M
0,55,0,20,649,56,1,1,M
0,47,0,20,681,62,1,1,M
0,37,0,20,721,60,0,1,M
0,24,0,20,719,22,0,0,M
0,50,0,20,702,33,1,0,M
0,35,1,20,666,31,0,1,F
0,35,0,20,765,33,1,1,M
0,39,1,20,690,63,0,1,M
0,46,0,20,644,41,1,0,F
0,51,0,20,679,38,1,0,F
0,44,0,20,690,62,1,1,F
0,65,0,20,655,39,1,1,F
0,46,0,20,638,63,1,0,M
0,56,1,20,666,63,1,0,M
1,41,0,20,710,61,1,0,M
0,47,0,20,690,73,1,1,F
0,62,0,20,661,29,1,0,M
0,47,1,20,743,57,1,1,M
0,32,1,20,665,68,0,0,M
0,,0,20,697,,,,
0,,0,20,719,,,,
0,,0,20,654,,,,
0,44,1,20,675,63,0,1,M
0,68,1,20,669,29,1,1,F
0,69,0,20,728,32,1,0,M
0,41,0,20,694,20,0,1,M
0,21,0,20,696,62,0,0,F
0,46,1,20,685,37,1,0,F
0,49,1,20,699,57,1,0,F
0,33,0,20,694,31,0,0,M
1,19,0,20,671,17,1,0,F
0,49,0,20,693,76,0,0,F
0,55,0,20,708,60,1,1,F
0,31,0,20,705,59,0,1,M
0,34,0,20,707,64,0,1,M
0,50,1,20,684,57,1,1,M
0,20,1,20,718,29,0,1,M
0,51,1,20,686,60,1,1,M
1,33,0,20,674,64,0,0,M
0,48,1,20,721,66,1,0,M
0,38,1,20,639,43,0,0,M
0,35,0,20,698,71,0,0,M
0,43,1,20,699,43,1,0,M
0,59,1,20,625,72,1,1,F
0,36,0,20,683,61,0,1,F
0,53,0,20,668,71,1,1,M
0,74,0,20,710,37,1,1,M
0,52,0,20,712,17,1,0,F
0,46,0,20,714,71,1,1,M
0,52,1,20,697,61,0,1,M
0,40,0,20,662,61,0,0,M
0,36,0,20,727,73,0,1,F
0,41,1,20,722,69,1,0,F
0,39,1,20,709,58,0,1,F
0,44,0,20,715,59,0,0,F
0,37,1,20,709,45,0,1,F
0,41,0,20,725,39,1,0,F
0,45,1,20,696,61,1,1,M
0,56,0,20,707,59,1,1,M
0,63,0,20,698,58,0,0,M
0,59,0,20,709,59,1,1,M
0,31,0,20,628,66,1,0,M
0,56,0,20,757,57,1,1,F
0,64,1,20,744,57,0,1,M
1,45,1,20,685,62,1,1,M
0,52,0,20,668,41,1,0,F
1,39,0,20,681,72,1,0,F
0,54,0,20,640,54,1,0,F
0,49,0,20,767,33,1,0,F
0,45,2,20,655,60,1,1,M
0,35,1,20,702,47,0,0,M
0,38,0,20,666,53,0,0,F
0,32,1,20,723,28,0,0,M
0,29,0,20,743,19,0,0,F
0,63,0,20,683,42,1,0,F
0,43,1,20,708,26,1,1,F
0,41,0,20,680,69,1,0,M
0,37,1,20,626,49,0,0,F
0,49,0,20,741,65,1,1,M
0,45,0,20,719,46,0,0,M
0,35,0,20,664,66,0,0,M
0,36,1,20,679,58,0,1,M
0,39,1,20,682,56,0,0,M
0,56,0,20,694,65,1,1,M
0,51,0,20,656,40,1,1,F
0,50,0,20,713,61,1,1,M
0,46,1,20,740,31,1,0,F
0,65,0,20,697,37,0,1,M
0,35,0,20,692,58,0,1,F
0,42,0,20,730,38,1,0,F
0,54,1,20,676,46,1,1,F
0,48,0,20,671,45,1,0,F
0,36,0,20,679,45,0,0,M
0,23,0,20,687,28,1,1,F
0,44,0,20,666,35,1,0,F
1,53,1,20,670,64,1,1,M
0,49,0,20,713,61,1,1,F
0,48,0,20,737,63,1,0,M
0,41,0,20,681,22,1,1,F
0,34,0,20,701,27,1,0,F
0,49,0,20,764,73,0,0,M
0,47,1,20,615,66,1,0,M
0,41,1,20,710,39,1,0,F
0,57,2,20,718,38,1,0,M
0,42,0,20,711,61,1,1,M
0,45,0,20,706,42,1,0,F
0,38,0,20,731,60,0,0,M
0,51,1,20,730,58,0,1,M
0,47,1,20,699,63,1,1,M
1,55,1,20,621,39,0,0,F
0,32,0,20,700,53,1,0,M
0,34,1,20,741,60,0,1,F
0,54,0,20,717,31,1,0,F
0,50,0,20,685,73,1,1,F
0,58,0,20,674,32,0,0,M
0,42,1,20,695,83,1,0,M
1,27,0,20,718,37,1,1,F
1,46,0,20,681,54,1,1,M
0,48,1,20,664,29,1,0,F
0,70,1,20,703,26,1,0,M
0,71,0,20,720,65,1,1,M
0,52,0,20,676,75,1,1,M
0,43,0,20,739,65,1,1,M
0,32,1,20,695,67,0,0,M
0,44,0,20,672,26,1,1,F
0,39,0,20,731,71,0,1,M
0,41,1,20,660,51,1,0,F
0,38,2,20,761,51,0,0,F
0,37,0,20,699,30,0,0,M
0,50,0,20,664,57,1,0,M
0,30,0,20,672,48,0,1,F
0,59,0,20,713,52,0,0,F
0,60,2,20,700,59,1,0,M
0,58,0,20,703,58,1,1,F
0,38,0,20,720,19,1,0,F
0,48,1,20,673,60,1,1,M
0,63,0,20,709,27,1,0,M
1,18,2,20,713,22,1,0,M
0,40,1,20,682,60,1,1,M
0,47,0,20,707,35,1,0,M
0,44,1,20,695,27,0,1,F
0,53,0,20,679,61,1,0,M
0,48,0,20,694,42,1,0,F
0,50,0,20,715,66,0,1,M
0,36,1,20,699,67,0,0,M
1,33,1,20,662,19,1,0,F
0,71,1,20,702,48,1,0,M
0,39,0,20,716,43,0,0,F
0,55,0,20,724,46,0,0,M
0,42,0,20,729,20,1,0,F
0,46,0,20,710,42,1,0,F
0,38,0,20,732,39,0,0,F
0,20,3,20,695,43,0,0,M
0,40,1,20,690,29,1,0,M
0,38,1,20,701,58,0,1,F
0,39,0,20,675,56,0,1,M
0,43,0,20,642,32,1,0,F
0,32,0,20,713,60,0,1,M
0,52,0,20,714,63,1,1,M
0,,0,20,723,,,,
0,29,0,20,721,59,0,1,M
0,50,0,20,682,60,0,1,M
0,25,0,20,713,71,0,0,M
0,50,0,20,691,66,1,1,F
0,63,0,20,679,34,1,0,F
0,37,0,20,690,57,0,1,M
0,45,0,20,687,26,1,0,M
1,56,0,20,679,55,0,0,M
0,50,0,20,684,65,1,0,M
0,50,0,20,687,16,1,1,F
1,29,2,20,710,25,1,0,M
0,42,0,20,687,34,1,0,M
0,45,0,20,705,47,0,0,M
0,49,0,20,713,47,1,0,M
0,52,0,20,706,70,1,1,M
0,37,0,20,674,63,0,1,F
0,43,0,20,667,61,1,1,M
0,42,1,20,663,43,1,0,F
0,38,1,20,717,25,0,1,F
0,43,0,20,668,60,0,1,M
0,44,1,20,712,59,1,1,M
0,58,0,20,676,16,1,1,M
0,37,0,20,769,39,0,0,F
0,51,2,20,670,64,1,1,M
0,37,0,20,696,23,1,0,F
0,47,0,20,677,47,1,0,F
0,31,0,20,646,59,0,1,F
1,55,0,20,709,40,1,0,M
0,52,0,20,686,39,0,0,F
0,38,1,20,682,72,0,1,F
0,45,0,20,715,29,1,0,F
0,34,1,20,705,71,1,0,M
0,44,0,20,728,65,1,1,F
0,42,1,20,698,61,1,0,F
0,37,1,20,763,60,0,1,F
0,45,0,20,681,62,1,1,M
0,48,0,20,660,57,1,0,F
1,31,0,20,670,41,0,0,F
0,,0,20,656,,,,
0,39,1,20,675,55,1,0,F
0,49,0,20,722,25,1,1,F
0,20,0,20,731,42,0,1,F
0,34,0,20,706,32,0,0,F
0,41,0,20,721,66,1,1,F
0,47,0,20,677,18,0,1,F
0,38,0,20,740,52,0,0,F
0,36,1,20,697,56,0,1,M
0,31,0,20,690,40,0,1,M
1,44,0,20,648,60,1,0,M
0,42,0,20,724,21,0,1,F
0,54,1,20,720,26,0,1,F
0,37,0,20,688,45,0,1,F
0,41,2,20,707,45,1,0,M
0,44,1,20,734,42,0,0,F
0,69,0,20,688,36,1,1,F
0,48,0,20,726,67,1,1,M
0,41,0,20,716,70,0,0,F
0,45,0,20,721,40,1,0,F
0,21,0,20,670,19,0,0,F
0,56,0,20,670,44,1,0,F
0,39,0,20,692,30,0,0,F
0,40,1,20,706,59,0,1,M
0,58,0,20,661,61,1,1,F
0,51,1,20,726,40,0,0,F
0,52,0,20,717,66,1,1,M
0,36,0,20,714,46,0,0,F
0,47,0,20,708,69,1,1,M
0,34,1,20,667,58,0,0,F
0,38,0,20,739,22,1,0,F
0,46,0,20,742,79,1,1,F
0,54,0,20,637,52,1,1,F
1,51,2,20,692,62,1,1,M
0,37,0,20,703,62,0,1,M
0,33,2,20,700,43,0,0,F
0,24,0,20,657,21,0,0,F
1,44,0,20,707,71,1,0,F
0,34,0,20,701,59,0,1,M
0,65,0,20,694,52,1,1,F
0,34,0,20,665,61,0,1,M
0,48,0,20,703,62,0,1,M
0,51,0,20,690,68,0,1,M
0,68,0,20,736,55,1,1,F
1,41,0,20,678,67,1,1,M
0,29,0,20,747,31,0,0,F
0,46,0,20,669,59,1,1,M
0,42,1,20,674,68,1,1,M
0,49,0,20,716,32,1,0,F
0,45,0,20,685,44,1,0,F
0,49,0,20,701,65,1,0,M
0,46,1,20,707,41,1,0,F
0,35,1,20,671,45,0,0,M
1,46,0,20,685,29,1,1,M
0,66,0,20,708,54,1,1,M
0,47,0,20,740,61,0,1,M
0,42,0,20,705,76,1,1,M
0,52,0,20,702,25,1,1,F
1,29,1,20,689,67,0,0,F
0,41,0,20,710,38,1,1,M
0,51,0,20,706,61,1,0,F
0,52,0,20,708,63,1,0,F
0,52,0,20,695,42,1,0,F
0,50,0,20,690,61,1,1,M
0,51,1,20,709,58,1,1,M
0,63,0,20,695,69,1,0,M
0,43,0,20,686,59,1,1,M
0,45,1,20,694,37,1,0,F
0,44,0,20,640,38,1,0,F
0,47,0,20,732,38,1,0,F
0,45,1,20,703,29,0,1,F
0,48,0,20,730,34,1,0,F
0,56,1,20,702,47,0,0,M
0,49,0,20,693,51,0,0,M
0,34,0,20,661,35,0,0,M
0,,1,20,671,,,,
0,67,1,20,729,50,1,1,F
0,41,0,20,701,45,1,0,F
0,22,0,20,715,19,0,0,F
0,33,0,20,683,53,1,0,F
0,34,0,20,716,27,0,1,F
1,42,0,20,666,30,1,0,F
0,,0,20,666,,,,
0,35,1,20,740,65,0,1,M
0,55,0,20,748,61,0,1,M
0,45,0,20,718,45,1,0,F
0,36,0,20,707,62,0,1,M
0,32,0,20,686,71,0,1,M
0,,0,20,718,,,,
0,40,0,20,709,17,1,0,M
0,39,0,20,739,46,0,0,F
0,47,0,20,748,44,1,0,F
0,49,0,20,693,59,0,0,F
0,38,0,20,704,67,0,0,F
0,50,0,20,688,57,1,1,M
0,39,0,20,678,24,0,1,F
0,47,1,20,669,30,0,1,F
0,53,0,20,650,43,0,0,M
0,46,0,20,700,22,1,0,M
0,45,0,20,669,60,1,1,F
0,39,1,20,735,44,0,0,M
0,65,0,20,702,33,1,0,F
0,38,1,20,641,60,0,1,F
0,48,0,20,730,64,1,1,F
0,45,0,20,723,16,1,1,M
0,56,0,20,697,27,1,0,M
0,34,0,20,662,54,0,0,F
0,49,2,20,698,43,1,0,M
0,44,0,20,697,67,1,0,M
0,46,1,20,707,38,1,0,F
0,53,1,20,690,70,1,1,M
1,55,0,20,701,51,1,0,F
0,40,1,20,675,57,0,1,F
0,38,0,20,678,58,0,1,M
0,41,0,20,739,56,1,1,M
0,33,0,20,753,60,0,1,M
0,55,0,20,676,55,0,1,M
0,67,0,20,696,40,1,1,F
0,32,0,20,718,25,0,1,F
0,50,0,20,747,21,1,0,M
0,38,0,20,693,64,0,0,M
0,44,0,20,729,23,1,0,F
0,44,1,20,749,53,1,0,F
0,49,0,20,694,44,1,0,F
0,36,0,20,702,49,0,0,M
0,36,1,20,,62,0,1,F
0,21,0,20,666,68,0,0,M
0,55,0,20,667,44,1,0,M
0,29,0,20,717,64,0,0,M
0,35,2,20,687,50,0,0,M
1,34,0,20,655,62,0,1,M
0,43,0,20,656,45,1,0,M
0,41,0,20,712,29,1,0,F
1,44,0,20,669,27,1,0,M
0,40,0,20,727,29,0,1,F
0,45,0,20,682,40,1,0,F
0,53,0,20,729,65,0,0,M
0,43,1,20,690,63,1,0,F
0,43,0,20,701,59,1,1,F
0,33,0,20,698,46,0,0,M
0,43,0,20,701,48,0,0,F
0,44,0,20,698,62,1,1,M
0,30,1,20,687,64,1,1,F
0,50,1,20,692,60,0,1,F
0,38,2,20,663,19,0,1,F
0,59,0,20,705,41,1,1,M
0,46,1,20,722,45,1,0,M
0,40,1,20,721,63,1,1,M
0,54,0,20,715,61,1,1,M
0,49,0,20,702,60,1,1,M
0,,1,20,686,,,,
0,39,0,20,684,48,0,0,M
0,45,0,20,655,22,0,0,F
0,47,0,20,733,56,1,0,M
0,59,0,20,689,50,1,0,M
0,57,0,20,710,50,1,0,M
0,47,0,20,704,60,1,1,F
0,35,1,20,722,33,1,0,M
0,44,0,20,701,59,0,1,M
0,49,0,20,756,61,0,1,M
0,30,0,20,650,65,1,1,F
0,56,0,20,722,66,1,1,F
0,50,0,20,696,68,0,0,M
0,39,0,20,652,51,0,0,M
0,56,0,20,681,65,1,1,M
0,,1,20,713,,,,
0,57,0,20,689,40,1,1,M
0,57,0,20,743,60,1,1,F
0,43,0,20,719,48,1,1,F
0,58,0,20,677,69,1,0,F
0,37,0,20,739,67,1,0,F
0,38,0,20,732,67,0,1,F
0,38,0,20,722,45,0,0,M
1,44,2,20,661,27,1,0,M
0,32,0,20,700,47,0,0,F
1,45,1,20,721,30,1,0,F
1,29,1,20,656,44,1,0,F
0,53,0,20,670,47,0,0,M
0,51,1,20,640,43,1,0,F
0,44,0,20,727,57,0,1,F
0,66,0,20,713,61,1,1,M
0,38,0,20,697,62,0,1,M
0,38,0,20,682,72,0,1,M
0,24,0,20,676,37,0,1,M
0,40,0,20,718,51,1,0,M
0,70,0,20,678,53,1,0,F
